time,lat,lon,depth,NO3_darwin_clim
2,-21.75,-171.75,5,3.269386
2,-21.75,-171.25,5,3.273628
2,-21.75,-170.75,5,3.276863
2,-21.75,-170.25,5,3.2790606
2,-21.75,-169.75,5,3.2802205
2,-21.75,-169.25,5,3.2808502
2,-21.75,-168.75,5,3.2809496
2,-21.75,-168.25,5,3.2809207
2,-21.75,-167.75,5,3.2807639
2,-21.75,-167.25,5,3.2801347
2,-21.75,-166.75,5,3.2790334
2,-21.75,-166.25,5,3.2774808
2,-21.75,-165.75,5,3.2754772
2,-21.75,-165.25,5,3.2733886
2,-21.75,-164.75,5,3.2712154
2,-21.75,-164.25,5,3.2689276
2,-21.75,-163.75,5,3.2665255
2,-21.75,-163.25,5,3.2639964
2,-21.75,-162.75,5,3.26134
2,-21.75,-162.25,5,3.2586553
2,-21.75,-161.75,5,3.2559423
2,-21.75,-161.25,5,3.2537043
2,-21.75,-160.75,5,3.2519412
2,-21.75,-160.25,5,3.2511225
2,-21.75,-159.75,5,3.2512486
2,-21.75,-159.25,5,3.2517872
2,-21.75,-158.75,5,3.2527382
2,-21.75,-158.25,5,3.254382
2,-21.75,-157.75,5,3.2567177
2,-21.75,-157.25,5,3.2602396
2,-21.25,-179.75,5,3.2488537
2,-21.25,-179.25,5,3.252334
2,-21.25,-178.75,5,3.2554317
2,-21.25,-178.25,5,3.2576857
2,-21.25,-177.75,5,3.2590985
2,-21.25,-177.25,5,3.2604685
2,-21.25,-176.75,5,3.2617953
2,-21.25,-176.25,5,3.2633245
2,-21.25,-175.75,5,3.2650557
2,-21.25,-175.25,5,3.2670743
2,-21.25,-174.75,5,3.2693803
2,-21.25,-174.25,5,3.272398
2,-21.25,-173.75,5,3.276127
2,-21.25,-173.25,5,3.2804317
2,-21.25,-172.75,5,3.285312
2,-21.25,-172.25,5,3.2900352
2,-21.25,-171.75,5,3.2946017
2,-21.25,-171.25,5,3.2983503
2,-21.25,-170.75,5,3.3012812
2,-21.25,-170.25,5,3.3033752
2,-21.25,-169.75,5,3.3046322
2,-21.25,-169.25,5,3.3054006
2,-21.25,-168.75,5,3.3056808
2,-21.25,-168.25,5,3.3057652
2,-21.25,-167.75,5,3.3056517
2,-21.25,-167.25,5,3.3049984
2,-21.25,-166.75,5,3.303802
2,-21.25,-166.25,5,3.3022482
2,-21.25,-165.75,5,3.300333
2,-21.25,-165.25,5,3.2984266
2,-21.25,-164.75,5,3.2965248
2,-21.25,-164.25,5,3.294631
2,-21.25,-163.75,5,3.2927413
2,-21.25,-163.25,5,3.2907941
2,-21.25,-162.75,5,3.2887852
2,-21.25,-162.25,5,3.2867224
2,-21.25,-161.75,5,3.2846007
2,-21.25,-161.25,5,3.2828913
2,-21.25,-160.75,5,3.281589
2,-21.25,-160.25,5,3.2812405
2,-21.25,-159.75,5,3.2818413
2,-21.25,-159.25,5,3.2830944
2,-21.25,-158.75,5,3.284996
2,-21.25,-158.25,5,3.2878087
2,-21.25,-157.75,5,3.2915301
2,-21.25,-157.25,5,3.2962482
2,-20.75,-179.75,5,3.2628448
2,-20.75,-179.25,5,3.2676084
2,-20.75,-178.75,5,3.2720952
2,-20.75,-178.25,5,3.2757366
2,-20.75,-177.75,5,3.2785325
2,-20.75,-177.25,5,3.2813442
2,-20.75,-176.75,5,3.2841718
2,-20.75,-176.25,5,3.2870615
2,-20.75,-175.75,5,3.2900133
2,-20.75,-175.25,5,3.2929535
2,-20.75,-174.75,5,3.2958825
2,-20.75,-174.25,5,3.299164
2,-20.75,-173.75,5,3.3027983
2,-20.75,-173.25,5,3.3066752
2,-20.75,-172.75,5,3.3107948
2,-20.75,-172.25,5,3.3147445
2,-20.75,-171.75,5,3.3185241
2,-20.75,-171.25,5,3.321732
2,-20.75,-170.75,5,3.3243687
2,-20.75,-170.25,5,3.326399
2,-20.75,-169.75,5,3.3278239
2,-20.75,-169.25,5,3.3288817
2,-20.75,-168.75,5,3.3295727
2,-20.75,-168.25,5,3.3300035
2,-20.75,-167.75,5,3.3301737
2,-20.75,-167.25,5,3.3297772
2,-20.75,-166.75,5,3.328814
2,-20.75,-166.25,5,3.3275611
2,-20.75,-165.75,5,3.326019
2,-20.75,-165.25,5,3.324533
2,-20.75,-164.75,5,3.323103
2,-20.75,-164.25,5,3.321747
2,-20.75,-163.75,5,3.3204648
2,-20.75,-163.25,5,3.3191483
2,-20.75,-162.75,5,3.3177972
2,-20.75,-162.25,5,3.3163977
2,-20.75,-161.75,5,3.3149502
2,-20.75,-161.25,5,3.3138766
2,-20.75,-160.75,5,3.3131773
2,-20.75,-160.25,5,3.3133926
2,-20.75,-159.75,5,3.314522
2,-20.75,-159.25,5,3.3164213
2,-20.75,-158.75,5,3.319088
2,-20.75,-158.25,5,3.3227394
2,-20.75,-157.75,5,3.327369
2,-20.75,-157.25,5,3.3328211
2,-20.25,-179.75,5,3.2764246
2,-20.25,-179.25,5,3.2824607
2,-20.25,-178.75,5,3.2882552
2,-20.25,-178.25,5,3.2932727
2,-20.25,-177.75,5,3.2975118
2,-20.25,-177.25,5,3.3018951
2,-20.25,-176.75,5,3.3064218
2,-20.25,-176.25,5,3.3108416
2,-20.25,-175.75,5,3.3151531
2,-20.25,-175.25,5,3.3190382
2,-20.25,-174.75,5,3.3224957
2,-20.25,-174.25,5,3.3258832
2,-20.25,-173.75,5,3.3292003
2,-20.25,-173.25,5,3.3324664
2,-20.25,-172.75,5,3.3356814
2,-20.25,-172.25,5,3.3387551
2,-20.25,-171.75,5,3.341688
2,-20.25,-171.25,5,3.344328
2,-20.25,-170.75,5,3.3466752
2,-20.25,-170.25,5,3.3486657
2,-20.25,-169.75,5,3.3502991
2,-20.25,-169.25,5,3.3517342
2,-20.25,-168.75,5,3.3529704
2,-20.25,-168.25,5,3.3538847
2,-20.25,-167.75,5,3.354477
2,-20.25,-167.25,5,3.3545022
2,-20.25,-166.75,5,3.3539615
2,-20.25,-166.25,5,3.353188
2,-20.25,-165.75,5,3.3521814
2,-20.25,-165.25,5,3.3512568
2,-20.25,-164.75,5,3.3504128
2,-20.25,-164.25,5,3.3496807
2,-20.25,-163.75,5,3.3490593
2,-20.25,-163.25,5,3.3484037
2,-20.25,-162.75,5,3.3477132
2,-20.25,-162.25,5,3.3470044
2,-20.25,-161.75,5,3.3462758
2,-20.25,-161.25,5,3.3459036
2,-20.25,-160.75,5,3.3458872
2,-20.25,-160.25,5,3.3467224
2,-20.25,-159.75,5,3.34841
2,-20.25,-159.25,5,3.3509166
2,-20.25,-158.75,5,3.3542447
2,-20.25,-158.25,5,3.358538
2,-20.25,-157.75,5,3.3638008
2,-20.25,-157.25,5,3.3697128
2,-19.75,-179.75,5,3.2913947
2,-19.75,-179.25,5,3.2988763
2,-19.75,-178.75,5,3.3055851
2,-19.75,-178.25,5,3.3116813
2,-19.75,-177.75,5,3.3171625
2,-19.75,-177.25,5,3.3228772
2,-19.75,-176.75,5,3.328823
2,-19.75,-176.25,5,3.3343928
2,-19.75,-175.75,5,3.3395863
2,-19.75,-175.25,5,3.3440273
2,-19.75,-174.75,5,3.3477159
2,-19.75,-174.25,5,3.3510473
2,-19.75,-173.75,5,3.3540218
2,-19.75,-173.25,5,3.3568494
2,-19.75,-172.75,5,3.3595302
2,-19.75,-172.25,5,3.3621507
2,-19.75,-171.75,5,3.36471
2,-19.75,-171.25,5,3.367166
2,-19.75,-170.75,5,3.3695183
2,-19.75,-170.25,5,3.371747
2,-19.75,-169.75,5,3.3738544
2,-19.75,-169.25,5,3.3758907
2,-19.75,-168.75,5,3.377865
2,-19.75,-168.25,5,3.3794434
2,-19.75,-167.75,5,3.3806348
2,-19.75,-167.25,5,3.381286
2,-19.75,-166.75,5,3.3813956
2,-19.75,-166.25,5,3.3812459
2,-19.75,-165.75,5,3.380832
2,-19.75,-165.25,5,3.3804836
2,-19.75,-164.75,5,3.3801959
2,-19.75,-164.25,5,3.3800714
2,-19.75,-163.75,5,3.3801048
2,-19.75,-163.25,5,3.3801556
2,-19.75,-162.75,5,3.380218
2,-19.75,-162.25,5,3.3802903
2,-19.75,-161.75,5,3.3803663
2,-19.75,-161.25,5,3.3807576
2,-19.75,-160.75,5,3.3814497
2,-19.75,-160.25,5,3.3829436
2,-19.75,-159.75,5,3.385222
2,-19.75,-159.25,5,3.3882892
2,-19.75,-158.75,5,3.3921268
2,-19.75,-158.25,5,3.396804
2,-19.75,-157.75,5,3.4023046
2,-19.75,-157.25,5,3.4082582
2,-19.25,-179.75,5,3.3068337
2,-19.25,-179.25,5,3.3158193
2,-19.25,-178.75,5,3.323311
2,-19.25,-178.25,5,3.3303876
2,-19.25,-177.75,5,3.3370445
2,-19.25,-177.25,5,3.3440113
2,-19.25,-176.75,5,3.3512836
2,-19.25,-176.25,5,3.3578796
2,-19.25,-175.75,5,3.3637953
2,-19.25,-175.25,5,3.3686638
2,-19.25,-174.75,5,3.3724842
2,-19.25,-174.25,5,3.375706
2,-19.25,-173.75,5,3.3783288
2,-19.25,-173.25,5,3.3807755
2,-19.25,-172.75,5,3.383045
2,-19.25,-172.25,5,3.385352
2,-19.25,-171.75,5,3.3876956
2,-19.25,-171.25,5,3.3900948
2,-19.25,-170.75,5,3.3925495
2,-19.25,-170.25,5,3.3951092
2,-19.25,-169.75,5,3.3977733
2,-19.25,-169.25,5,3.4004912
2,-19.25,-168.75,5,3.403263
2,-19.25,-168.25,5,3.4055707
2,-19.25,-167.75,5,3.407415
2,-19.25,-167.25,5,3.4087572
2,-19.25,-166.75,5,3.4095972
2,-19.25,-166.25,5,3.410117
2,-19.25,-165.75,5,3.410317
2,-19.25,-165.25,5,3.4105473
2,-19.25,-164.75,5,3.410808
2,-19.25,-164.25,5,3.4112835
2,-19.25,-163.75,5,3.4119723
2,-19.25,-163.25,5,3.4127421
2,-19.25,-162.75,5,3.4135911
2,-19.25,-162.25,5,3.4144723
2,-19.25,-161.75,5,3.415384
2,-19.25,-161.25,5,3.4165492
2,-19.25,-160.75,5,3.4179683
2,-19.25,-160.25,5,3.4201226
2,-19.25,-159.75,5,3.4230134
2,-19.25,-159.25,5,3.426613
2,-19.25,-158.75,5,3.4309225
2,-19.25,-158.25,5,3.4358845
2,-19.25,-157.75,5,3.4415019
2,-19.25,-157.25,5,3.4473667
2,-18.75,-179.75,5,3.3243825
2,-18.75,-179.25,5,3.3351274
2,-18.75,-178.75,5,3.3430452
2,-18.75,-178.25,5,3.350741
2,-18.75,-177.75,5,3.358216
2,-18.75,-177.25,5,3.365889
2,-18.75,-176.75,5,3.3737617
2,-18.75,-176.25,5,3.3807256
2,-18.75,-175.75,5,3.3867846
2,-18.75,-175.25,5,3.3917274
2,-18.75,-174.75,5,3.3955574
2,-18.75,-174.25,5,3.39878
2,-18.75,-173.75,5,3.4013953
2,-18.75,-173.25,5,3.403906
2,-18.75,-172.75,5,3.4063125
2,-18.75,-172.25,5,3.4088511
2,-18.75,-171.75,5,3.411522
2,-18.75,-171.25,5,3.4143796
2,-18.75,-170.75,5,3.4174218
2,-18.75,-170.25,5,3.420724
2,-18.75,-169.75,5,3.424282
2,-18.75,-169.25,5,3.4278488
2,-18.75,-168.75,5,3.4314222
2,-18.75,-168.25,5,3.4344735
2,-18.75,-167.75,5,3.4370012
2,-18.75,-167.25,5,3.439008
2,-18.75,-166.75,5,3.4404895
2,-18.75,-166.25,5,3.4415727
2,-18.75,-165.75,5,3.4422443
2,-18.75,-165.25,5,3.44297
2,-18.75,-164.75,5,3.443736
2,-18.75,-164.25,5,3.4447615
2,-18.75,-163.75,5,3.446043
2,-18.75,-163.25,5,3.447467
2,-18.75,-162.75,5,3.4490337
2,-18.75,-162.25,5,3.4505925
2,-18.75,-161.75,5,3.4521434
2,-18.75,-161.25,5,3.453938
2,-18.75,-160.75,5,3.455976
2,-18.75,-160.25,5,3.458742
2,-18.75,-159.75,5,3.4622347
2,-18.75,-159.25,5,3.4662983
2,-18.75,-158.75,5,3.4709322
2,-18.75,-158.25,5,3.4760003
2,-18.75,-157.75,5,3.4814994
2,-18.75,-157.25,5,3.4872553
2,-18.25,-179.75,5,3.3422906
2,-18.25,-179.25,5,3.3548348
2,-18.25,-178.75,5,3.3631177
2,-18.25,-178.25,5,3.3713746
2,-18.25,-177.75,5,3.3796055
2,-18.25,-177.25,5,3.3878963
2,-18.25,-176.75,5,3.3962474
2,-18.25,-176.25,5,3.403471
2,-18.25,-175.75,5,3.4095688
2,-18.25,-175.25,5,3.4145274
2,-18.25,-174.75,5,3.4183471
2,-18.25,-174.25,5,3.4215891
2,-18.25,-173.75,5,3.4242532
2,-18.25,-173.25,5,3.426902
2,-18.25,-172.75,5,3.4295359
2,-18.25,-172.25,5,3.4323967
2,-18.25,-171.75,5,3.4354844
2,-18.25,-171.25,5,3.4388857
2,-18.25,-170.75,5,3.4426005
2,-18.25,-170.25,5,3.4467123
2,-18.25,-169.75,5,3.451221
2,-18.25,-169.25,5,3.4556634
2,-18.25,-168.75,5,3.4600396
2,-18.25,-168.25,5,3.4638364
2,-18.25,-167.75,5,3.4670537
2,-18.25,-167.25,5,3.46972
2,-18.25,-166.75,5,3.4718359
2,-18.25,-166.25,5,3.4734576
2,-18.25,-165.75,5,3.4745853
2,-18.25,-165.25,5,3.4757848
2,-18.25,-164.75,5,3.477056
2,-18.25,-164.25,5,3.4786234
2,-18.25,-163.75,5,3.4804869
2,-18.25,-163.25,5,3.482555
2,-18.25,-162.75,5,3.4848275
2,-18.25,-162.25,5,3.4870427
2,-18.25,-161.75,5,3.4891999
2,-18.25,-161.25,5,3.4915988
2,-18.25,-160.75,5,3.4942393
2,-18.25,-160.25,5,3.4976065
2,-18.25,-159.75,5,3.5017002
2,-18.25,-159.25,5,3.5062149
2,-18.25,-158.75,5,3.5111494
2,-18.25,-158.25,5,3.5162914
2,-18.25,-157.75,5,3.5216453
2,-18.25,-157.25,5,3.5272906
2,-17.75,-179.75,5,3.3598156
2,-17.75,-179.25,5,3.375067
2,-17.75,-178.75,5,3.3836691
2,-17.75,-178.25,5,3.3923101
2,-17.75,-177.75,5,3.4009902
2,-17.75,-177.25,5,3.409606
2,-17.75,-176.75,5,3.4181576
2,-17.75,-176.25,5,3.4254122
2,-17.75,-175.75,5,3.4313695
2,-17.75,-175.25,5,3.4362748
2,-17.75,-174.75,5,3.4401276
2,-17.75,-174.25,5,3.4435391
2,-17.75,-173.75,5,3.4465091
2,-17.75,-173.25,5,3.4496202
2,-17.75,-172.75,5,3.4528728
2,-17.75,-172.25,5,3.4563942
2,-17.75,-171.75,5,3.4601855
2,-17.75,-171.25,5,3.4643102
2,-17.75,-170.75,5,3.468769
2,-17.75,-170.25,5,3.4736512
2,-17.75,-169.75,5,3.478957
2,-17.75,-169.25,5,3.4841425
2,-17.75,-168.75,5,3.4892082
2,-17.75,-168.25,5,3.493608
2,-17.75,-167.75,5,3.4973423
2,-17.75,-167.25,5,3.5004818
2,-17.75,-166.75,5,3.50303
2,-17.75,-166.25,5,3.5051403
2,-17.75,-165.75,5,3.5068157
2,-17.75,-165.25,5,3.5086544
2,-17.75,-164.75,5,3.5106556
2,-17.75,-164.25,5,3.5128849
2,-17.75,-163.75,5,3.5153413
2,-17.75,-163.25,5,3.5178475
2,-17.75,-162.75,5,3.5204034
2,-17.75,-162.25,5,3.5229423
2,-17.75,-161.75,5,3.5254643
2,-17.75,-161.25,5,3.5282264
2,-17.75,-160.75,5,3.531228
2,-17.75,-160.25,5,3.5348954
2,-17.75,-159.75,5,3.5392277
2,-17.75,-159.25,5,3.5439386
2,-17.75,-158.75,5,3.549028
2,-17.75,-158.25,5,3.5543303
2,-17.75,-157.75,5,3.559844
2,-17.75,-157.25,5,3.5656261
2,-17.25,-179.75,5,3.3777075
2,-17.25,-179.25,5,3.395602
2,-17.25,-178.75,5,3.404377
2,-17.25,-178.25,5,3.4133055
2,-17.25,-177.75,5,3.422385
2,-17.25,-177.25,5,3.4312844
2,-17.25,-176.75,5,3.4400008
2,-17.25,-176.25,5,3.447263
2,-17.25,-175.75,5,3.453069
2,-17.25,-175.25,5,3.457916
2,-17.25,-174.75,5,3.4618022
2,-17.25,-174.25,5,3.465382
2,-17.25,-173.75,5,3.468655
2,-17.25,-173.25,5,3.4722276
2,-17.25,-172.75,5,3.4760993
2,-17.25,-172.25,5,3.480289
2,-17.25,-171.75,5,3.4847956
2,-17.25,-171.25,5,3.4896538
2,-17.25,-170.75,5,3.494861
2,-17.25,-170.25,5,3.5005124
2,-17.25,-169.75,5,3.5066051
2,-17.25,-169.25,5,3.5125275
2,-17.25,-168.75,5,3.5182767
2,-17.25,-168.25,5,3.5232775
2,-17.25,-167.75,5,3.5275269
2,-17.25,-167.25,5,3.5311396
2,-17.25,-166.75,5,3.5341136
2,-17.25,-166.25,5,3.5367231
2,-17.25,-165.75,5,3.538966
2,-17.25,-165.25,5,3.5414567
2,-17.25,-164.75,5,3.5441947
2,-17.25,-164.25,5,3.5470815
2,-17.25,-163.75,5,3.5501173
2,-17.25,-163.25,5,3.553043
2,-17.25,-162.75,5,3.5558577
2,-17.25,-162.25,5,3.5587032
2,-17.25,-161.75,5,3.5615776
2,-17.25,-161.25,5,3.5646904
2,-17.25,-160.75,5,3.5680401
2,-17.25,-160.25,5,3.57199
2,-17.25,-159.75,5,3.5765393
2,-17.25,-159.25,5,3.5814295
2,-17.25,-158.75,5,3.5866592
2,-17.25,-158.25,5,3.5921197
2,-17.25,-157.75,5,3.5978124
2,-17.25,-157.25,5,3.6037421
2,-16.75,-179.75,5,3.408492
2,-16.75,-179.25,5,3.4223092
2,-16.75,-178.75,5,3.4278467
2,-16.75,-178.25,5,3.4349608
2,-16.75,-177.75,5,3.4436522
2,-16.75,-177.25,5,3.4521747
2,-16.75,-176.75,5,3.4605284
2,-16.75,-176.25,5,3.4675114
2,-16.75,-175.75,5,3.4731236
2,-16.75,-175.25,5,3.4778748
2,-16.75,-174.75,5,3.481765
2,-16.75,-174.25,5,3.4853144
2,-16.75,-173.75,5,3.488523
2,-16.75,-173.25,5,3.4921575
2,-16.75,-172.75,5,3.4962177
2,-16.75,-172.25,5,3.5008483
2,-16.75,-171.75,5,3.506049
2,-16.75,-171.25,5,3.511642
2,-16.75,-170.75,5,3.517627
2,-16.75,-170.25,5,3.5240307
2,-16.75,-169.75,5,3.530853
2,-16.75,-169.25,5,3.537485
2,-16.75,-168.75,5,3.5439262
2,-16.75,-168.25,5,3.5496042
2,-16.75,-167.75,5,3.554519
2,-16.75,-167.25,5,3.558793
2,-16.75,-166.75,5,3.5624266
2,-16.75,-166.25,5,3.5658298
2,-16.75,-165.75,5,3.569002
2,-16.75,-165.25,5,3.572267
2,-16.75,-164.75,5,3.5756295
2,-16.75,-164.25,5,3.5789428
2,-16.75,-163.75,5,3.5822048
2,-16.75,-163.25,5,3.585335
2,-16.75,-162.75,5,3.5883312
2,-16.75,-162.25,5,3.5914369
2,-16.75,-161.75,5,3.5946496
2,-16.75,-161.25,5,3.5980904
2,-16.75,-160.75,5,3.601757
2,-16.75,-160.25,5,3.6059299
2,-16.75,-159.75,5,3.6106067
2,-16.75,-159.25,5,3.6155558
2,-16.75,-158.75,5,3.6207752
2,-16.75,-158.25,5,3.6262474
2,-16.75,-157.75,5,3.6319702
2,-16.75,-157.25,5,3.6379874
2,-16.25,-179.75,5,3.4472835
2,-16.25,-179.25,5,3.4482067
2,-16.25,-178.75,5,3.4510534
2,-16.25,-178.25,5,3.4566128
2,-16.25,-177.75,5,3.4648843
2,-16.25,-177.25,5,3.472983
2,-16.25,-176.75,5,3.4809086
2,-16.25,-176.25,5,3.4875638
2,-16.25,-175.75,5,3.4929492
2,-16.25,-175.25,5,3.497565
2,-16.25,-174.75,5,3.5014117
2,-16.25,-174.25,5,3.5048656
2,-16.25,-173.75,5,3.5079272
2,-16.25,-173.25,5,3.511518
2,-16.25,-172.75,5,3.5156384
2,-16.25,-172.25,5,3.5206504
2,-16.25,-171.75,5,3.5265543
2,-16.25,-171.25,5,3.5328977
2,-16.25,-170.75,5,3.5396802
2,-16.25,-170.25,5,3.5468512
2,-16.25,-169.75,5,3.5544105
2,-16.25,-169.25,5,3.5617676
2,-16.25,-168.75,5,3.5689223
2,-16.25,-168.25,5,3.5753083
2,-16.25,-167.75,5,3.5809262
2,-16.25,-167.25,5,3.585905
2,-16.25,-166.75,5,3.5902455
2,-16.25,-166.25,5,3.5944638
2,-16.25,-165.75,5,3.5985596
2,-16.25,-165.25,5,3.6025906
2,-16.25,-164.75,5,3.6065567
2,-16.25,-164.25,5,3.6102855
2,-16.25,-163.75,5,3.6137767
2,-16.25,-163.25,5,3.6171126
2,-16.25,-162.75,5,3.620293
2,-16.25,-162.25,5,3.6236553
2,-16.25,-161.75,5,3.6272001
2,-16.25,-161.25,5,3.6309621
2,-16.25,-160.75,5,3.6349416
2,-16.25,-160.25,5,3.6393347
2,-16.25,-159.75,5,3.6441417
2,-16.25,-159.25,5,3.6491575
2,-16.25,-158.75,5,3.6543822
2,-16.25,-158.25,5,3.6598763
2,-16.25,-157.75,5,3.6656427
2,-16.25,-157.25,5,3.6717427
2,-15.75,-179.75,5,3.466772
2,-15.75,-179.25,5,3.4678876
2,-15.75,-178.75,5,3.472197
2,-15.75,-178.25,5,3.4781618
2,-15.75,-177.75,5,3.4857855
2,-15.75,-177.25,5,3.4930997
2,-15.75,-176.75,5,3.500107
2,-15.75,-176.25,5,3.506066
2,-15.75,-175.75,5,3.5109785
2,-15.75,-175.25,5,3.5151584
2,-15.75,-174.75,5,3.518608
2,-15.75,-174.25,5,3.5214756
2,-15.75,-173.75,5,3.5237613
2,-15.75,-173.25,5,3.526509
2,-15.75,-172.75,5,3.5297189
2,-15.75,-172.25,5,3.534664
2,-15.75,-171.75,5,3.5413435
2,-15.75,-171.25,5,3.5485494
2,-15.75,-170.75,5,3.5562801
2,-15.75,-170.25,5,3.5643237
2,-15.75,-169.75,5,3.5726783
2,-15.75,-169.25,5,3.5808723
2,-15.75,-168.75,5,3.5889041
2,-15.75,-168.25,5,3.596225
2,-15.75,-167.75,5,3.602833
2,-15.75,-167.25,5,3.6088426
2,-15.75,-166.75,5,3.6142514
2,-15.75,-166.25,5,3.6194444
2,-15.75,-165.75,5,3.624419
2,-15.75,-165.25,5,3.6291084
2,-15.75,-164.75,5,3.6335099
2,-15.75,-164.25,5,3.6375778
2,-15.75,-163.75,5,3.641309
2,-15.75,-163.25,5,3.6448655
2,-15.75,-162.75,5,3.6482437
2,-15.75,-162.25,5,3.6518455
2,-15.75,-161.75,5,3.6556668
2,-15.75,-161.25,5,3.659706
2,-15.75,-160.75,5,3.663959
2,-15.75,-160.25,5,3.6685636
2,-15.75,-159.75,5,3.6735163
2,-15.75,-159.25,5,3.6786652
2,-15.75,-158.75,5,3.6840065
2,-15.75,-158.25,5,3.6896071
2,-15.75,-157.75,5,3.695464
2,-15.75,-157.25,5,3.701597
2,-15.25,-179.75,5,3.4826696
2,-15.25,-179.25,5,3.4878955
2,-15.25,-178.75,5,3.493457
2,-15.25,-178.25,5,3.4997156
2,-15.25,-177.75,5,3.5066655
2,-15.25,-177.25,5,3.5131912
2,-15.25,-176.75,5,3.5192902
2,-15.25,-176.25,5,3.5245535
2,-15.25,-175.75,5,3.528981
2,-15.25,-175.25,5,3.5327199
2,-15.25,-174.75,5,3.5357704
2,-15.25,-174.25,5,3.5380402
2,-15.25,-173.75,5,3.5395293
2,-15.25,-173.25,5,3.5411034
2,-15.25,-172.75,5,3.5427642
2,-15.25,-172.25,5,3.5474548
2,-15.25,-171.75,5,3.555176
2,-15.25,-171.25,5,3.5633452
2,-15.25,-170.75,5,3.5719607
2,-15.25,-170.25,5,3.580848
2,-15.25,-169.75,5,3.5900056
2,-15.25,-169.25,5,3.5990438
2,-15.25,-168.75,5,3.6079595
2,-15.25,-168.25,5,3.616229
2,-15.25,-167.75,5,3.6238449
2,-15.25,-167.25,5,3.6308906
2,-15.25,-166.75,5,3.6373594
2,-15.25,-166.25,5,3.643499
2,-15.25,-165.75,5,3.6493037
2,-15.25,-165.25,5,3.6546106
2,-15.25,-164.75,5,3.6594148
2,-15.25,-164.25,5,3.6638002
2,-15.25,-163.75,5,3.6677635
2,-15.25,-163.25,5,3.671549
2,-15.25,-162.75,5,3.6751535
2,-15.25,-162.25,5,3.679028
2,-15.25,-161.75,5,3.6831696
2,-15.25,-161.25,5,3.6875296
2,-15.25,-160.75,5,3.6921043
2,-15.25,-160.25,5,3.6969686
2,-15.25,-159.75,5,3.7021213
2,-15.25,-159.25,5,3.7074409
2,-15.25,-158.75,5,3.712927
2,-15.25,-158.25,5,3.7186468
2,-15.25,-157.75,5,3.7246022
2,-15.25,-157.25,5,3.7307658
2,-14.75,-179.75,5,3.5029228
2,-14.75,-179.25,5,3.509294
2,-14.75,-178.75,5,3.5151892
2,-14.75,-178.25,5,3.5212257
2,-14.75,-177.75,5,3.527403
2,-14.75,-177.25,5,3.5331147
2,-14.75,-176.75,5,3.5383599
2,-14.75,-176.25,5,3.54293
2,-14.75,-175.75,5,3.5468245
2,-14.75,-175.25,5,3.550096
2,-14.75,-174.75,5,3.5527444
2,-14.75,-174.25,5,3.5543633
2,-14.75,-173.75,5,3.554952
2,-14.75,-173.25,5,3.5538912
2,-14.75,-172.75,5,3.5511792
2,-14.75,-172.25,5,3.5547936
2,-14.75,-171.75,5,3.564734
2,-14.75,-171.25,5,3.574311
2,-14.75,-170.75,5,3.5835257
2,-14.75,-170.25,5,3.5931292
2,-14.75,-169.75,5,3.6031218
2,-14.75,-169.25,5,3.6130357
2,-14.75,-168.75,5,3.6228716
2,-14.75,-168.25,5,3.6321416
2,-14.75,-167.75,5,3.6408467
2,-14.75,-167.25,5,3.648946
2,-14.75,-166.75,5,3.6564403
2,-14.75,-166.25,5,3.6633966
2,-14.75,-165.75,5,3.6698153
2,-14.75,-165.25,5,3.6755545
2,-14.75,-164.75,5,3.6806142
2,-14.75,-164.25,5,3.685222
2,-14.75,-163.75,5,3.6893783
2,-14.75,-163.25,5,3.6934323
2,-14.75,-162.75,5,3.6973848
2,-14.75,-162.25,5,3.7016845
2,-14.75,-161.75,5,3.706336
2,-14.75,-161.25,5,3.7112126
2,-14.75,-160.75,5,3.7163208
2,-14.75,-160.25,5,3.7216682
2,-14.75,-159.75,5,3.7272537
2,-14.75,-159.25,5,3.7329216
2,-14.75,-158.75,5,3.7386646
2,-14.75,-158.25,5,3.7445722
2,-14.75,-157.75,5,3.75063
2,-14.75,-157.25,5,3.756803
2,-14.25,-179.75,5,3.5225081
2,-14.25,-179.25,5,3.5299282
2,-14.25,-178.75,5,3.5362682
2,-14.25,-178.25,5,3.5422165
2,-14.25,-177.75,5,3.547773
2,-14.25,-177.25,5,3.5527992
2,-14.25,-176.75,5,3.5572956
2,-14.25,-176.25,5,3.561222
2,-14.25,-175.75,5,3.5645783
2,-14.25,-175.25,5,3.5673664
2,-14.25,-174.75,5,3.5695863
2,-14.25,-174.25,5,3.5706182
2,-14.25,-173.75,5,3.5704622
2,-14.25,-173.25,5,3.5668058
2,-14.25,-172.75,5,3.5589125
2,-14.25,-172.25,5,3.561895
2,-14.25,-171.75,5,3.5751786
2,-14.25,-171.25,5,3.5858507
2,-14.25,-170.75,5,3.5951505
2,-14.25,-170.25,5,3.6050901
2,-14.25,-169.75,5,3.61567
2,-14.25,-169.25,5,3.6262717
2,-14.25,-168.75,5,3.636896
2,-14.25,-168.25,5,3.647064
2,-14.25,-167.75,5,3.6567762
2,-14.25,-167.25,5,3.6658604
2,-14.25,-166.75,5,3.6743166
2,-14.25,-166.25,5,3.682046
2,-14.25,-165.75,5,3.6890504
2,-14.25,-165.25,5,3.695212
2,-14.25,-164.75,5,3.7005324
2,-14.25,-164.25,5,3.7053583
